607;Landsberg;;;;Temperate;clear;;15;80;;0;0;5;2;0;0;0;0;10158;1457;10156;1453;10160;1470;10160;1470;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10137;1456;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
608;Vltava River;;;;;river;;;0;;0;0;0;0;0;0;0;0;10100;1674;10100;1674;10100;1674;10100;1674;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10089;1591;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
609;Donau River;;;;;river;;;0;;0;0;0;0;0;0;0;0;10156;1825;10156;1825;10156;1825;10156;1825;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10235;1811;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
610;Salzburg;;;;Temperate;mountain;;6;80;;0;0;10;3;0;0;0;0;10047;1839;10052;1825;10052;1825;10052;1825;0;10030;1796;1;10043;1801;2;10024;1799;3;10030;1853;6;10054;1820;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
611;Linz;;;;Temperate;mountain;;6;60;;0;0;10;3;0;5;60;0;10089;1775;10084;1788;10089;1775;10089;1775;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10083;1773;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
612;Plzen;;;;Temperate;clear;;15;60;;0;0;8;3;0;0;0;0;10064;1658;10064;1689;10054;1676;10054;1676;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10075;1655;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
613;Reichenberg;;;;Temperate;mountain;;6;60;;0;0;10;3;0;5;10;0;10155;1625;10155;1625;10155;1625;10155;1625;0;10168;1644;3;-100;-100;0;-100;-100;0;-100;-100;0;10148;1620;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
614;Troppau;;;;Temperate;mountain;;6;60;;0;0;7;3;0;5;25;0;10275;1692;10227;1669;10260;1674;10260;1674;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10249;1667;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
615;Praha;;;;Temperate;clear;;15;80;;0;0;10;5;0;50;76;0;10117;1700;10161;1687;10155;1682;10155;1682;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10152;1660;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
616;Neuhaus;;;;Temperate;mountain;;6;60;;0;0;5;5;0;0;0;0;10118;1760;10123;1743;10155;1745;10155;1745;0;10196;1748;4;-100;-100;0;-100;-100;0;-100;-100;0;10150;1728;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
617;Winterberg;;;;Temperate;mountain;;6;60;;0;0;5;3;0;0;0;0;10035;1714;10018;1702;10035;1714;10035;1714;0;10064;1749;6;-100;-100;0;-100;-100;0;-100;-100;0;10056;1737;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
618;Bratislava;;;;Temperate;hills;;15;60;;0;0;3;3;10;0;0;0;10254;1776;10265;1789;10265;1789;10265;1789;0;10253;1804;4;-100;-100;0;-100;-100;0;-100;-100;0;10256;1781;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
619;Slavkov;;;;Temperate;hills;;15;60;;0;0;8;3;0;0;0;0;10231;1744;10228;1727;10228;1727;10228;1727;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10237;1725;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
620;Horn;;;;Temperate;clear;;15;60;;0;0;5;1;0;0;0;0;10207;1777;10153;1778;10177;1771;10177;1771;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10183;1768;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
621;Wien;;;;Temperate;mountain;;15;80;;0;0;20;5;2;15;30;0;10196;1819;10168;1813;10168;1813;10168;1813;0;10193;1832;2;10134;1812;4;-100;-100;0;-100;-100;0;10152;1812;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
622;Szombathely;;;;Temperate;forest;;10;60;;0;0;6;3;0;0;0;0;10233;1879;10233;1879;10233;1879;10233;1879;0;10241;1913;5;-100;-100;0;-100;-100;0;-100;-100;0;10239;1880;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
623;Graz;;;;Temperate;mountain;;8;60;;0;0;4;2;0;0;0;0;10173;1886;10160;1883;10154;1873;10154;1873;0;10118;1895;2;10195;1848;2;-100;-100;0;-100;-100;0;10157;1861;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
624;Zagreb;;;;Mediterranean;clear;;15;60;;0;0;5;3;10;0;0;0;10209;1989;10208;1978;10212;1970;10212;1970;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10213;1961;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
625;Balaton;;;;;ocean;;;60;;0;0;0;0;0;0;0;0;9472;3392;9472;3392;9472;3392;9472;3392;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10266;1921;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
626;Pecs;;;;Temperate;clear;;15;60;;0;0;6;2;0;0;10;0;10281;1939;10288;1947;10281;1939;10281;1939;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10294;1937;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
627;Szeged;;;;Temperate;clear;;15;60;;0;0;6;3;0;0;0;0;10375;1910;10375;1910;10375;1910;10375;1910;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10358;1911;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
628;Tisza River;;;;;river;;;0;;0;0;0;0;0;0;0;0;10441;1888;10441;1888;10441;1888;10441;1888;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10404;1916;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
629;Arad;;;;Temperate;clear;;15;60;;0;0;4;2;0;0;10;0;10475;1919;10493;1900;10493;1900;10493;1900;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10482;1889;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
630;Debrecen;;;;Temperate;clear;;15;60;;0;0;6;3;10;5;0;0;10468;1855;10481;1805;10468;1855;10468;1855;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10444;1864;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
631;Ruzomberok;;;;Temperate;mountain;;8;60;;0;0;7;0;0;0;25;0;10313;1703;10331;1724;10331;1724;10331;1724;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10333;1710;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
632;Lucenec;;;;Temperate;hills;;10;60;;0;0;3;0;0;0;0;0;10393;1792;10339;1793;10341;1776;10341;1776;0;10320;1796;1;-100;-100;0;-100;-100;0;-100;-100;0;10341;1791;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
633;Budapest;;;;Temperate;hills;;15;60;;0;0;12;5;0;25;50;0;10388;1854;10379;1833;10379;1833;10379;1833;0;10359;1856;2;-100;-100;0;-100;-100;0;-100;-100;0;10373;1836;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
634;Veszprem;;;;Temperate;forest;;15;60;;0;0;3;1;0;0;10;0;10300;1865;10300;1865;10300;1865;10300;1865;0;10321;1887;0;-100;-100;0;-100;-100;0;-100;-100;0;10304;1853;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
635;Cieszyn;;;;Temperate;forest;;15;60;;0;0;7;1;0;10;80;0;10402;1684;10379;1684;10376;1677;10376;1677;0;10419;1709;3;10432;1699;5;-100;-100;0;-100;-100;0;10398;1677;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
636;Oppeln;;;;Temperate;clear;;15;60;;0;0;5;1;0;0;120;0;10276;1597;10292;1609;10258;1580;10258;1580;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10294;1600;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
637;Czestochowa;;;;Temperate;hills;;15;60;;0;0;2;5;0;10;0;0;10334;1581;10348;1614;10334;1581;10334;1581;0;10298;1551;3;-100;-100;0;-100;-100;0;-100;-100;0;10348;1573;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
638;Krakow;;;;Temperate;clear;;15;60;;0;0;5;5;0;25;22;0;10417;1607;10405;1618;10417;1607;10417;1607;3;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10412;1602;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
639;Lodz;;;;Temperate;clear;;15;60;;0;0;5;5;0;0;0;0;10350;1542;10354;1524;10347;1513;10347;1513;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10342;1510;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
640;Radom;;;;Temperate;clear;;15;40;;0;0;5;0;0;0;0;0;10434;1552;10411;1527;10411;1527;10411;1527;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10410;1542;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
641;Bug River;;;;;river;;;0;;0;0;0;0;0;0;0;0;10505;1526;10505;1526;10505;1526;10505;1526;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10443;1451;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
642;Ostroleka;;;;Temperate;forest;;15;40;;0;0;2;0;0;0;0;0;10459;1430;10459;1430;10459;1430;10459;1430;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10469;1431;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
643;Warszawa;;;;Temperate;clear;;20;60;;0;0;15;5;0;30;0;0;10434;1492;10434;1492;10434;1492;10434;1492;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10425;1477;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
644;Wisla River;;;;;river;;;0;;0;0;0;0;0;0;0;0;10365;1491;10365;1491;10365;1491;10365;1491;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10309;1452;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
645;Danzig;;;;Temperate;marsh;;15;70;;0;651;5;3;0;0;0;0;10264;1373;10256;1369;10293;1307;10254;1354;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10248;1356;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
646;Elbing;;;;Temperate;clear;;15;60;;2;651;5;2;0;0;0;0;10344;1351;10319;1399;10330;1324;10326;1342;10;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10316;1374;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
647;Bydgoszcz;;;;Temperate;clear;;15;60;;0;0;2;1;0;0;0;0;10297;1477;10270;1458;10271;1443;10271;1443;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10287;1458;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
648;Torun;;;;Temperate;clear;;15;60;;0;0;1;1;0;0;0;0;10370;1451;10370;1450;10368;1427;10368;1427;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10370;1428;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
649;Suwalki;;;;Temperate;clear;;15;60;;0;0;1;1;0;0;0;0;10491;1390;10498;1371;10488;1363;10488;1363;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10474;1373;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
650;K�nigsberg;;;;Temperate;clear;;15;60;;2;651;8;5;15;0;0;0;10388;1298;10398;1370;10358;1297;10379;1271;11;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10419;1320;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
651;Gulf of Danzig;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;10259;1292;10290;1268;10259;1292;10259;1292;12;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10286;1282;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
652;R�nne;;;;Temperate;clear;;15;40;;3;600;3;0;0;0;0;0;10129;1321;10129;1321;10113;1341;10132;1322;15;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10126;1319;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
653;Malm�;;;;Temperate;clear;;15;60;;3;0;7;5;0;0;0;0;10048;1279;10047;1220;10064;1297;10083;1295;15;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10077;1244;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
654;Karlskrona;;;;Temperate;clear;;15;60;;3;699;2;1;0;0;0;0;10169;1228;10140;1235;10169;1243;10127;1236;14;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10151;1226;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
655;Aarhus;;;;Temperate;clear;;15;60;;3;593;3;1;0;0;0;0;9874;1172;9896;1179;9835;1144;9917;1166;5;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;9871;1136;9877;1201;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
656;Kattegat;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;9940;1088;9966;1124;9940;1088;9940;1088;2;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;9971;1109;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
657;�resund;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;9960;1262;9990;1209;9960;1262;9960;1262;13;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;9992;1211;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
658;V�ttern;;;;Subarctic;ocean;;;0;;0;0;0;0;0;0;0;0;10109;1091;10109;1091;10109;1091;10109;1091;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10104;1094;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
659;Kalmar;;;;Temperate;forest;;15;50;;0;699;6;2;0;0;100;0;10167;1188;10131;1171;10185;1185;10124;1172;0;10083;1194;7;10096;1202;6;10115;1138;7;10182;1142;6;10133;1174;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
660;G�teborg;;;;Temperate;clear;;15;60;;1;656;6;5;0;0;0;0;10020;1125;10053;1136;9997;1101;10015;1096;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10054;1105;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
661;Norrk�ping;;;;Temperate;forest;;15;60;;2;696;4;3;0;0;0;0;10208;1068;10178;1096;10222;1074;10204;1097;14;10198;1028;6;10211;1028;6;10135;1113;6;10145;1115;7;10172;1061;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
662;Stavanger;;;;Subarctic;mountain;;4;50;;1;0;2;1;0;0;0;0;9790;979;9803;993;9756;1014;9763;1011;8;9795;1018;3;-100;-100;0;-100;-100;0;-100;-100;0;9798;980;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
663;Kristiansand;;;;Subarctic;mountain;;6;40;;0;593;4;1;0;0;20;0;9856;1056;9868;994;9847;1077;9893;1016;0;9899;931;6;9843;1036;3;-100;-100;0;-100;-100;0;9878;985;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
664;Oslo;;;;Subarctic;hills;;15;60;;2;656;8;3;0;0;0;0;9970;972;9964;961;9950;1020;9958;995;14;9954;959;6;-100;-100;0;-100;-100;0;-100;-100;0;9957;947;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
665;Karlstad;;;;Subarctic;forest;;15;40;;0;0;4;1;0;0;10;0;10065;995;10037;991;9974;1024;10035;959;0;10033;888;6;10043;902;7;10026;914;6;10016;932;7;10040;977;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
666;V�nern;;;;Subarctic;ocean;;;0;;0;0;0;0;0;0;0;0;10066;1048;10066;1048;10066;1048;10066;1048;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10074;1025;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
667;Hardanger Fjord;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;9718;991;9696;994;9718;991;9718;991;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;9699;1007;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
668;Hamar;;;;Subarctic;mountain;;2;50;;0;0;3;1;0;0;0;0;9955;888;9964;884;9956;874;9956;874;0;9915;859;3;-100;-100;0;-100;-100;0;-100;-100;0;9957;862;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
669;Ror�s;;;;Subarctic;mountain;;2;40;;0;0;2;0;0;0;0;0;10004;768;10004;768;10004;768;10004;768;0;9983;794;3;-100;-100;0;-100;-100;0;-100;-100;0;10007;759;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
670;�lesund;;;;Subarctic;mountain;;2;40;;0;0;2;0;0;0;0;0;9835;747;9876;767;9840;721;9876;767;0;9821;770;3;-100;-100;0;-100;-100;0;-100;-100;0;9911;759;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
671;Bergen;;;;Subarctic;mountain;;2;50;;2;667;3;2;0;0;0;0;9796;914;9832;886;9762;902;9771;865;9;9804;846;3;-100;-100;0;-100;-100;0;-100;-100;0;9844;889;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
672;South Norwegian Sea;;;;Subarctic;ocean;;;0;;0;0;0;0;0;0;0;0;9804;668;9804;668;9804;668;9804;668;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;9841;678;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
673;East North Sea;;;;Subarctic;ocean;;;0;;0;0;0;0;0;0;0;0;9713;797;9707;814;9713;797;9713;797;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;9726;812;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
674;Trondheim;;;;Subarctic;mountain;;6;50;;2;672;5;2;0;0;0;0;9999;643;10020;661;9922;668;10025;601;9;10048;688;2;10019;697;2;10037;691;3;10083;625;8;10040;652;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
675;Vilhelmina;;;;Subarctic;mountain;;2;20;;0;0;0;0;0;0;0;0;10137;607;10148;582;10148;582;10148;582;0;10123;625;8;10112;645;3;10192;504;2;-100;-100;0;10131;610;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
676;Mo i Rana;;;;Arctic;mountain;;2;35;;0;0;2;0;0;10;20;0;10105;573;10110;532;10060;550;10110;532;0;10105;595;2;10076;589;3;-100;-100;0;-100;-100;0;10107;539;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
677;Lofoten;;;;Subarctic;ocean;;;0;;0;0;0;0;0;0;0;0;10109;351;10063;348;10109;351;10109;351;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10080;383;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
678;Vestfjorden;;;;Subarctic;ocean;;;0;;0;0;0;0;0;0;0;0;9980;545;9980;545;9980;545;9980;545;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;9989;540;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
679;Norwegian Sea;;;;Subarctic;ocean;;;0;;0;0;0;0;0;0;0;0;9747;423;9785;468;9747;423;9747;423;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;9908;421;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
680;Narvik;;;;Arctic;mountain;;6;40;;2;677;5;1;0;20;0;0;10211;373;10215;388;10126;420;10153;415;10;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10201;388;10152;354;10124;357;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
681;G�llivare;;;;Arctic;mountain;;2;20;;0;0;1;1;0;120;0;0;10305;418;10246;468;10272;424;10272;424;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10238;445;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
682;Lule�;;;;Subarctic;forest;;10;35;;0;684;4;2;0;0;0;0;10412;487;10400;441;10443;498;10414;453;0;10341;423;7;10379;461;6;-100;-100;0;-100;-100;0;10392;432;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
683;Lule River;;;;;river;;;0;;0;0;0;0;0;0;0;0;10337;466;10337;466;10337;466;10337;466;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10367;478;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
684;V�stra Bottenviken;;;;Subarctic;ocean;;;0;;0;0;0;0;0;0;0;0;10430;559;10413;555;10430;559;10430;559;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10415;527;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
685;Ume�;;;;Subarctic;forest;;10;35;;0;0;3;1;0;0;5;0;10378;605;10309;569;10397;571;10342;606;0;10226;539;6;10249;560;7;10283;484;7;10330;475;6;10317;558;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
686;Ume River;;;;;river;;;0;;0;0;0;0;0;0;0;0;10277;608;10277;608;10277;608;10277;608;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10309;631;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
687;Bottenhavet;;;;Subarctic;ocean;;;0;;0;0;0;0;0;0;0;0;10339;699;10310;744;10339;699;10339;699;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10317;714;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
688;Indals River;;;;Subarctic;river;;;0;;0;0;1;0;0;0;0;0;10192;710;10192;710;10192;710;10192;710;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10205;742;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
689;H�rn�sand;;;;Subarctic;forest;;6;35;;0;0;2;0;0;0;5;0;10301;689;10220;675;10310;711;10284;677;0;10155;651;6;10169;619;7;10194;587;6;10190;685;6;10246;658;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
690;�stersund;;;;Subarctic;mountain;;6;35;;0;0;0;0;0;0;0;0;10135;761;10156;789;10243;808;10157;756;0;10076;745;8;10081;726;6;10093;715;5;10097;694;3;10180;814;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
691;�rebro;;;;Subarctic;forest;;15;60;;0;0;1;2;0;0;0;0;10154;1001;10131;1014;10154;1001;10154;1001;0;10115;1017;7;10119;1032;6;10130;1020;7;-100;-100;0;10134;980;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
692;G�vle;;;;Subarctic;forest;;15;50;;0;704;4;2;0;0;0;0;10230;879;10223;909;10263;909;10223;909;0;10168;858;6;10186;876;6;-100;-100;0;-100;-100;0;10239;919;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
693;M�laren;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;10248;981;10248;981;10248;981;10248;981;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10263;977;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
694;Hj�lmaren;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;10202;1007;10202;1007;10202;1007;10202;1007;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10198;1005;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
695;Falun;;;;Subarctic;clear;;15;50;;0;0;1;1;0;25;0;0;10133;901;10107;903;10113;855;10113;855;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10107;889;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
696;Tr�lhavet;;;;;ocean;;;0;;0;0;0;0;0;0;0;0;10294;1013;10282;1060;10294;1013;10294;1013;5;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10289;1029;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
697;Borgholm;;;;Temperate;clear;;6;40;;0;0;0;0;0;0;0;0;10210;1205;10213;1193;10234;1165;10213;1193;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10200;1213;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
698;Visby;;;;Temperate;clear;;6;40;;2;696;0;0;0;0;0;0;10299;1142;10299;1142;10316;1089;10292;1166;14;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;10291;1140;10318;1100;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
